ID,reasoning,type,confidence
264,"- system_overview: No — does not describe the project's purpose or features.
- ai_integration: No — no instructions directed at AI agents.
- documentation_references: Yes — points to and links a separate documentation writing guideline file.
- architecture: No — no structural or component descriptions.
- implementation_details: No — no code or implementation specifics, only a link to guidelines.
- build_run: No — no build or run commands.
- test: No — no testing procedures or commands.
- config_environment: No — no environment setup or configuration details.
- deployment_operations: No — no CI/CD or operational guidance.
- project_management: No — no planning, backlog, or organization content.
- development_process: No — while it references documentation practices, it does not define broader dev workflow or Git practices.
- performance: No — no performance guidance.
- security: No — no security considerations.
- ui_ux: No — no UI/UX guidelines.
- maintainability: No — not about maintaining the software system.
- debugging: No — no debugging tips or error handling info.",['documentation_references'],9
265,"The file is targeted at an AI assistant (Copilot) and includes explicit agent rules and tool invocations (ai_integration). It provides high-level architecture components of the system (architecture). It lists concrete commands for provisioning, deploying, tearing down, and linting (build_run) and enumerates CI/CD workflows for deployment and testing (deployment_operations). It references specific docs (README and spec) (documentation_references). It specifies repo style guidelines for IaC/YAML, naming, and versioning (implementation_details). It gives environment configuration guidance (azd env set, bicepparam, GitHub vars/secrets) (config_environment). It mentions test workflows and notes tests with a --debug flag (test) and includes a debugging tip via the --debug flag for detailed logs (debugging). It does not provide a general system overview, project management, development process guidelines, performance, security practices, UI/UX, or maintainability guidance beyond the above.","['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'debugging']",8
266,"- System Overview: Yes. The Overview section explains the package’s purpose, key features (Messaging API, Login), and target users.
- AI Integration: No. There are no instructions directed at AI agents; a CI file mentioning “copilot” is referenced but not as guidance for AI behavior.
- Documentation References: No. While a docs/ directory and a “Reference Documentation” header are mentioned, there are no specific links or documentation requirements provided.
- Architecture: Yes. “Core Architecture” and “Directory Structure” detail layers, components, and their roles.
- Implementation Details: No. The file provides usage examples but not specific implementation guidance or coding conventions.
- Build and Run: Yes. Contains concrete setup and execution commands (composer require, artisan vendor:publish, local dev commands for tests and linting).
- Testing: Yes. Describes testing infrastructure, CI test matrix, and commands (vendor/bin/phpunit).
- Configuration and Environments: Yes. Lists .env variables and main config file options with explanations.
- Deployment and Operations: Yes. References CI/CD workflows (tests.yml, lint.yml) and their purposes.
- Project Management: No. No backlog, planning, or organizational process content.
- Development Process: Yes. A “Development Workflow” section outlines how work is validated (tests on push/PR, code quality with Pint, multi-version support).
- Performance: No. No performance tuning or optimization guidelines.
- Security: Yes. Mentions webhook signature validation and a ValidateSignature middleware.
- UI/UX: No. No UI or UX guidelines or principles.
- Maintainability: No. Mentions coverage/metrics but lacks explicit maintainability guidelines or practices.
- Debugging: No. No debugging tips, env flags, or troubleshooting steps.","['system_overview', 'architecture', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'security']",8
267,"- System Overview: No – This file is a documentation/style guideline, not a description of system purpose or features.
- AI Integration: No – Mentions AI-generated content disclosure, but provides no roles/instructions for AI agents or integration details.
- Documentation References: Yes – It defines documentation rules, links to the Microsoft Writing Style Guide, references internal prompts, and details API cross-reference usage.
- Architecture: No – No high-level system structure or component descriptions.
- Implementation Details: Yes – Provides concrete how-to instructions (xref usage, finding API Doc IDs, snippet folder/file structure, language identifiers, formatting conventions, file naming).
- Build and Run: No – No compile/run commands.
- Testing: No – No test procedures or commands.
- Configuration and Environments: No – No environment setup or configuration parameters.
- Deployment and Operations: No – No deployment/CI/CD info.
- Project Management: No – No backlog, planning, or organizational process content.
- Development Process: No – No Git/PR workflow or review process; focuses on writing style rather than engineering workflow.
- Performance: No – No performance guidance.
- Security: No – No security considerations.
- UI/UX: No – Formatting rules for docs (e.g., bold for UI element names) are not UI/UX design guidelines for the product.
- Maintainability: No – Not about codebase maintenance practices; focuses on documentation style.
- Debugging: No – No debugging tips or error-handling guidance.","['documentation_references', 'implementation_details']",8
268,"- System Overview: Yes. The opening describes the repository purpose, tech stack (.NET 8), and packaging to NuGet.
- AI Integration: Yes. It addresses AI agents directly (CoPilot struggles), instructs behavior (“Always reference these instructions first”), and references MCP server tools.
- Documentation and References: Yes. Points to Documentation/, cicd.md, CONTRIBUTING.md, copilot-instructions.md.
- Architecture: Yes. Provides project/solution structure and key components with a tree layout.
- Implementation Details: Yes. Detailed formatting rules, analyzer creation steps (DiagnosticId, defaults), coding conventions.
- Build and Run: Yes. Explicit dotnet clean/restore/build/test/format commands and per-project build/test commands.
- Testing: Yes. Test commands, suite size (1903 tests), guidance on failures, and coverage thresholds.
- Configuration and Environments: Yes. Prerequisites (.NET 8 SDK), target frameworks, and important config files (.editorconfig, Directory.Build.*).
- Deployment and Operations: Yes. CI requirements, SonarCloud coverage enforcement, .github/workflows and CI/CD references.
- Project Management: No. No backlog/roadmap or planning/organization processes described.
- Development Process: Yes. Validation workflow, PR requirements, Conventional Commits.
- Performance: Yes. Performance considerations, benchmarking projects, performance troubleshooting and workflow.
- Security: No. Mentions a security analyzers project but no security practices/architecture.
- UI/UX: No. No UI or UX guidance.
- Maintainability: No. While a maintainability analyzers project exists, there are no explicit maintainability process guidelines.
- Debugging: Yes. Troubleshooting sections for formatting, build, test, and performance with concrete steps/commands.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'performance', 'debugging']",9
269,"- system_overview: Yes. The opening “Project Context” briefly describes what is being built (a multimodal access and interactive data representation system) and its goals.
- architecture: Yes. The document defines a strict layered architecture (Core Model, Service, ViewModel, UI), dependency direction, responsibilities, data flow, events, and anti-patterns.
- implementation_details: Yes. It gives concrete guidance on how to add Services/ViewModels/UI components, their dependencies, event emission, and responsibilities—actionable implementation rules.
- maintainability: Yes. Principles like loose coupling, high cohesion, SoC, SSoT, and extensive anti-patterns are aimed at keeping the codebase easy to modify and extend.
- development_process: Yes. It specifies Conventional Commit usage and a required lint command before committing.
- Not present: No build/run commands (build_run), no testing procedures (test), no environment setup (config_environment), no CI/CD or ops (deployment_operations), no AI-specific instructions (ai_integration), no external docs list (documentation_references), no explicit UX standards beyond architectural UI responsibilities (ui_ux), no performance guidance (performance), no security model (security), no project management process (project_management), no debugging tips (debugging).","['system_overview', 'architecture', 'implementation_details', 'maintainability', 'development_process']",8
270,"The file gives a brief project description (background jobs platform) and points to key components/locations (webapp path, SDK path, database package), which fits system_overview and architecture. It lists concrete coding conventions and preferences (isomorphic APIs, types over interfaces, avoid enums, strict mode, no default exports, function declarations), which are implementation_details. It specifies environment choices like Node.js v20 and PostgreSQL, which fall under config_environment. It does not include build/run commands, testing procedures, CI/CD, security, UI/UX, or debugging instructions.","['system_overview', 'architecture', 'implementation_details', 'config_environment']",8
271,"- system_overview: Yes - States the platform purpose and scope (AI-powered resume optimization for ATS) and high-level goals.
- ai_integration: Yes - Direct instructions for an AI assistant (Copilot), AI agent usage patterns, Ollama model, AgentManager, prompt engineering.
- documentation_references: No - No external docs or links are referenced.
- architecture: Yes - Tech stack sections and explicit project structure/tree and layering (controllers → services → models).
- implementation_details: Yes - Concrete coding standards, patterns, code snippets (error handling, file processing, API design), naming, DI, async.
- build_run: No - No commands or steps to build/run the system are provided.
- test: Yes - Testing conventions for backend/frontend/integration with tools and practices.
- config_environment: Yes - Environment configuration guidance (env vars, defaults, separation by environment).
- deployment_operations: Yes - Ops guidance (env-specific config, health checks, monitoring, structured logging, graceful recovery).
- project_management: No - No backlog, planning, or organizational process content.
- development_process: No - No Git/PR/commit workflow guidelines.
- performance: Yes - Performance considerations (indexes, async processing, caching, pooling, logging impact).
- security: Yes - Dedicated security section covering PII handling, sanitization, validation, rate limiting, AI safety.
- ui_ux: Yes - Frontend patterns, error boundaries, loading states, accessibility/responsive testing.
- maintainability: Yes - Emphasis on maintainable, well-documented code, consistent conventions, service patterns, type hints, docstrings.
- debugging: Yes - Error handling patterns, structured logging, logging AI interactions for debugging.","['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'test', 'config_environment', 'deployment_operations', 'performance', 'security', 'ui_ux', 'maintainability', 'debugging']",9
272,"This file is a comprehensive guideline document for a VS Code extension. It does not provide a system overview or architecture, nor AI-specific instructions. It contains detailed implementation/style guidance (Markdown linting, code standards, JSDoc), explicit development workflow and Git practices, testing procedures with exact commands, build commands, environment/secrets setup, and extensive publishing/CI-CD operations. It also includes UI/UX standards for commands and messages, maintenance-oriented guidance (documentation maintenance, versioning, consistency), and a troubleshooting section for publishing/authentication issues (fits debugging). It does not list external documentation references beyond incidental links and does not include performance or security-specific guidance.","['implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'maintainability', 'ui_ux', 'debugging']",8
273,"The file is clearly aimed at an AI assistant (“TypeSpec Copilot Instructions”) with explicit directives, so it includes AI Integration. It provides a brief project description (system overview). It lists environment prerequisites and installation steps (config_environment), extensive build and run commands (build_run), testing commands (test), and a recommended development workflow plus post-change validation steps (development_process). It outlines repository structure and key packages/directories (architecture). It links to additional task-specific instruction documents (documentation_references). It also contains a Troubleshooting section with concrete remediation steps (debugging). It does not include code-level implementation guidelines, deployment/operations procedures, security concerns, UI/UX guidance, or project management content.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'test', 'config_environment', 'development_process', 'debugging']",9
274,"- system_overview: No — The file does not describe the project's purpose or features.
- ai_integration: Yes — It explicitly addresses a Copilot/AI agent and sets behavior (always code/comment in English).
- documentation_references: No — No external docs or references are provided.
- architecture: No — No high-level system structure or components are described.
- implementation_details: Yes — Provides coding/style constraints (English-only comments) and a specific implementation constraint (do not upgrade Kotlin version in libs.versions.toml).
- build_run: Yes — Gives Gradle build guidance and commands (use debug flavor, avoid assembleDebug, use gradle lintDebug).
- test: No — No instructions for running tests are included.
- config_environment: Yes — Specifies the Java 21 JDK (eclipse-temurin:21-jdk-jammy) environment used to build.
- deployment_operations: No — No CI/CD or deployment processes are mentioned.
- project_management: No — No planning or backlog guidance.
- development_process: No — No Git/PR workflow guidelines.
- performance: No — While it suggests avoiding full builds to save time, it does not address system performance optimization.
- security: No — Mentions missing signing keys but does not outline security practices or architecture.
- ui_ux: No — No UI/UX guidelines.
- maintainability: No — Does not discuss maintainability principles or strategies.
- debugging: No — No debugging tips or error-handling guidance.","['ai_integration', 'implementation_details', 'build_run', 'config_environment']",8
275,"- system_overview: Yes — Explicit “Project Overview” section describing purpose, features, and main logic.
- ai_integration: Yes — Titled “Copilot Instructions” and includes a request for feedback aimed at AI assistants.
- documentation_references: Yes — References an external repo (dsutils/scrape) and points to README.md as a usage/documentation source.
- architecture: Yes — “Key Files & Structure” lists core components and their roles, including CLI entry point.
- implementation_details: Yes — “Patterns & Conventions” describes selector handling, option ordering, and text extraction behavior.
- build_run: Yes — Provides build commands (python3 -m build), install/validate steps, and example runtime CLI commands.
- test: Yes — Mentions resources/test.html for manual and automated testing and suggests how to test selector logic.
- config_environment: No — No environment setup or configuration instructions provided.
- deployment_operations: Yes — Release workflow (git tag, GitHub release) and PyPI validation steps are included.
- project_management: No — No planning/backlog/prioritization guidance.
- development_process: No — Aside from an English-only convention, there are no commit/PR workflow or review guidelines.
- performance: No — No performance guidance or optimization tips.
- security: No — No security considerations or permissions model.
- ui_ux: No — No UI/UX guidelines.
- maintainability: No — No guidance on refactoring, readability, or long-term maintenance.
- debugging: No — No debugging commands or tips.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'deployment_operations']",9
276,"The file provides a specific coding style guideline about how to write assertions (use string literals for error messages instead of hex codes). This is an implementation detail. It does not describe system overview, architecture, build/run steps, tests, environment configuration, deployment/operations, project management, development process, performance, security, UI/UX, debugging, documentation references, or AI integration.",['implementation_details'],9
277,"- ai_integration: Yes — Explicitly titled “Coding Instructions for GitHub Copilot” with behavior guidelines for the AI and PR body content Copilot must add.
- implementation_details: Yes — Concrete coding/style directives (use primary constructors, System.Text.Json, separate files, static members, AOT-safe code).
- build_run: Yes — Specific build commands and practices (run `dotnet build` after changes; use `./eng/scripts/Build-Local.ps1 ...`).
- test: Yes — PR guidelines require tests and that all tests pass (testing requirements).
- deployment_operations: Yes — CI/pipeline guidance (don’t use local builds to check pipeline YAML, `/azp run ...` to trigger livetest workflows).
- development_process: Yes — Pull Request Guidelines, CHANGELOG updates, documentation requirements.
- documentation_references: Yes — Link to CONTRIBUTING.md and directive to include documentation.
- maintainability: Yes — Emphasis on reviewing for consistency/maintainability/testability and organizational rules (separate files, static members).
- system_overview: No — No high-level system description or features.
- architecture: No — No architectural structure or component layout.
- config_environment: No — No environment setup or configuration instructions.
- performance: No — No explicit performance optimization guidance (AOT-safety noted but as an implementation constraint).
- security: No — Mentions trust of PRs procedurally, but no security model or practices.
- ui_ux: No — No UI/UX principles.
- debugging: No — No debugging tips or error-handling procedures.","['ai_integration', 'implementation_details', 'build_run', 'test', 'deployment_operations', 'development_process', 'documentation_references', 'maintainability']",8
278,"- System Overview: Yes — Contains a clear “Project Overview” describing a TypeScript CLI for managing Minecraft mods and its scope.
- AI Integration: Yes — Labeled as “GitHub Copilot Instructions,” explicitly guiding an AI coding assistant.
- Documentation References: Yes — References ADR files, README.md, CONTRIBUTING.md, and links to ADR-0002.
- Architecture: Yes — Specifies project structure (actions, lib, interactions, repositories) and logging placement rules.
- Implementation Details: Yes — Provides concrete coding guidelines (Logger usage, console rules, hygiene, linting/formatting policies).
- Build and Run: Yes — Gives commands for CI, tests, linting, and installation (pnpm run ci, pnpm test, pnpm report, pnpm lint, pnpm lint:ci, pnpm install).
- Test: Yes — Detailed testing framework, structure, categories, and strict 100% coverage requirements.
- Configuration and Environments: Yes — Instructs using pnpm and running pnpm install; mentions configuration files (modlist.json, modlist-lock.json) and ignore patterns.
- Deployment and Operations: No — Does not define CI/CD pipeline steps or deployment/operational procedures beyond local CI verification.
- Project Management: No — No backlog/roadmap/planning artifacts; the checklist ties to dev workflow rather than PM.
- Development Process: Yes — Conventional commits, TDD preference, dev workflow steps, pre-PR quality gates.
- Performance: No — No performance tuning or optimization guidance.
- Security: No — No security policies or permission models.
- UI/UX: No — No UI/UX standards.
- Maintainability: Yes — Emphasizes Boy Scout Rule, separation of concerns, meaningful naming, avoiding magic numbers.
- Debugging: No — No debugging tips or error investigation procedures.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'maintainability']",8
279,"- system_overview: No — The file does not describe the project's purpose, features, or high-level goals; it focuses on workflow and commands.
- ai_integration: Yes — It instructs the agent to use the md-fragments MCP server, query the list-topics endpoint, and follow those topics.
- documentation_references: Yes — It repeatedly references the documentation topics (e.g., “How to finish a session”, “Dealing with Baselines”, “How to give up”) and the MCP documentation server.
- architecture: No — No high-level system structure or component description is provided.
- implementation_details: No — No specific code-level implementation guidance or coding style details are included.
- build_run: Yes — Provides concrete commands to build/run tooling (e.g., `npx hereby local`, formatting, linting) and general command usage.
- test: Yes — Gives explicit test-running commands and enforces a TDD workflow, including running full test suites and handling baselines.
- config_environment: No — No environment setup or configuration steps are described.
- deployment_operations: No — No CI/CD or deployment/operations guidance.
- project_management: No — No backlog, planning, or organizational management guidance; it focuses on execution workflow, not planning.
- development_process: Yes — Defines a mandatory TDD workflow, commit structure for tests/fixes/baselines, and processes for asking questions.
- performance: No — No performance guidance or optimization tips.
- security: No — No security considerations mentioned.
- ui_ux: No — No UI/UX guidance provided.
- maintainability: No — While it emphasizes root-cause analysis, it does not provide maintainability-specific practices.
- debugging: Yes — Provides methodological debugging guidance (root cause analysis, identifying parser/checker/emitter phase) and mentions debugging during testcase creation.","['ai_integration', 'documentation_references', 'build_run', 'test', 'development_process', 'debugging']",9
280,"Per-label assessment:
- System Overview: Yes. The intro states the project's purpose (transparent ABI conversion layer across OS/architectures).
- AI Integration: No. No roles or instructions directed at an AI agent.
- Documentation References: No. It mentions to refer to existing docs but provides no specific links or references beyond the repo URL.
- Architecture: No. No description of system components or high-level structure.
- Implementation Details: Yes. Gives coding/style practices (rust-doc comments, no_std test pattern with #[test_case], use cargo-make).
- Build and Run: Yes. Provides concrete build commands (cargo make build) and a docker run command to execute builds.
- Testing: Yes. Specifies how to run tests (cargo make test), constraints (cannot run specific tests), and expectations (all tests must pass).
- Configuration and Environments: Yes. Instructs to use a specific Docker dev image (scarlet-dev), how to build it if missing, and run commands inside the container.
- Deployment and Operations: No. No CI/CD or release/operations procedures.
- Project Management: No. No backlog, planning, or organizational process guidance.
- Development Process: Yes. Commit-related guidance (ensure tests pass before commit, descriptive commit messages, commit frequently).
- Performance: No. No optimization or performance guidance.
- Security: No. No security considerations.
- UI/UX: No. No UI/UX guidance.
- Maintainability: Yes. Emphasizes avoiding breaking changes without migration, following code style, documenting changes, and writing tests to preserve stability.
- Debugging: No. No debugging tips or error-handling guidance.","['system_overview', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'maintainability']",8
281,"This file is an AI agent prompt defining the agent’s role, constraints, and coding expectations. It clearly contains AI Integration (explicit role, stack, and behavior for an AI agent). It includes architecture-level guidance (use Next.js app/ directory for entry points, organize code into hooks/utilities/types, import UI from a specific path), and implementation details (exact export patterns, when to use 'use client', placeholder image pattern, concrete TSX examples). It also includes UI/UX guidance (accessibility best practices, responsive design, modern aesthetics, use of shadcn/ui and icons). Maintainability is present through instructions to separate concerns and organize files logically. There are no build/run commands, tests, environment setup, CI/CD, project management, development process (Git/PR), security, performance, or debugging instructions, and no explicit documentation references beyond a file path mention for icons, which is insufficient to qualify as documentation references.","['ai_integration', 'architecture', 'implementation_details', 'ui_ux', 'maintainability']",7
282,"- System Overview: Yes. The 'Project Overview' explains what the site is, its purpose, and hosting platform.
- AI Integration: Yes. The document is explicitly titled as instructions for GitHub Copilot, providing guidance aimed at an AI assistant.
- Documentation References: Yes. An 'Additional Resources' section links to Hugo docs, Azure docs, contributing guidelines, and README.
- Architecture: Yes. A detailed 'Project Structure' tree and 'Hugo Template System' describe high-level organization and key components.
- Implementation Details: Yes. Contains templating specifics, file naming, coding standards, best practices, and code snippet for internal template migration.
- Build and Run: Yes. Provides exact local dev and build commands using hugo serve/build and notes on build output directory.
- Testing: Yes. 'UX Validation & Testing' outlines automated testing approach (Playwright), cross-browser/responsive testing, and performance checks.
- Configuration and Environments: Yes. Lists config files, environment-specific overrides (hugo.local.yaml, preview, production), and configuration instructions.
- Deployment and Operations: Yes. Mentions GitHub Actions CI/CD, Azure Static Web Apps deployment, deployment rings, and monitoring deployments.
- Project Management: No. Mentions issue/PR templates but lacks planning/backlog or organizational process guidance.
- Development Process: No. Provides workflow steps but no Git/PR conventions or review process guidelines.
- Performance: Yes. Dedicated 'Performance' guidance (image optimization, minification, caching) and performance testing notes.
- Security: No. References auth features but no security practices or threat considerations.
- UI/UX: Yes. 'Styling & UI' plus 'UX Validation & Testing' cover UI framework, design standards, and UX checks.
- Maintainability: No. While maintainability is encouraged, there are no explicit maintainability policies beyond general coding standards.
- Debugging: Yes. 'Troubleshooting' and 'Debug Commands' provide commands for verbose builds and environment checks.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'performance', 'ui_ux', 'debugging']",9
283,"- System Overview: Yes — Contains a “Project Overview” and tech stack describing purpose and technologies.
- AI Integration: Yes — Explicit guidance for using GitHub Copilot and Copilot-specific tips.
- Documentation References: No — Does not list external documents or references for further reading.
- Architecture: Yes — Provides file organization structure and import path conventions.
- Implementation Details: Yes — Extensive code patterns, TypeScript/React Router/shadcn/Tailwind examples, utilities, and anti-patterns.
- Build and Run: No — No build/run commands or steps are provided.
- Testing: Yes — “Testing Considerations” section with guidance on making components easy to test.
- Configuration and Environments: Yes — Environment variables pattern and Vite plugin configuration.
- Deployment and Operations: No — Mentions Fly.io but no deployment/CI/CD procedures.
- Project Management: No — No planning/backlog or management process content.
- Development Process: No — No Git/PR/commit workflow guidelines.
- Performance: Yes — “Performance Guidelines” with code splitting, deferred data, and asset optimization.
- Security: No — No security policies or permission/secret handling beyond basic env var presence checks.
- UI/UX: Yes — Styling guidelines, accessibility standards, and component layout patterns.
- Maintainability: Yes — Code standards, consistent patterns, anti-patterns, and structure aimed at long-term maintainability.
- Debugging: Yes — “Error Handling” section shows patterns for handling errors and error boundaries, relevant to debugging/error handling.","['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'test', 'config_environment', 'performance', 'ui_ux', 'maintainability', 'debugging']",9
284,"This file is a Copilot/AI-oriented instruction document for a Go repository. It includes a brief project description (system_overview). It is explicitly targeted as “Copilot instructions,” i.e., guidance for an AI assistant (ai_integration). It specifies development workflow rules like branch policies and rebasing (development_process). It provides build/test commands via make and coverage artifacts (build_run, test). It emphasizes documentation practices and links to external/internal references (documentation_references) and specifies repository structure (architecture). It gives concrete coding/documentation style and testing practices (implementation_details). It stresses readability, maintain existing structure, and forward compatibility (maintainability). It does not cover environment setup (config_environment), deployment/CI (deployment_operations), performance, security, UI/UX, debugging, or broader project management planning/backlog.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'maintainability']",9
285,"- System Overview: Yes. The 'Project Context' briefly explains what MySqlConnector is and what it does.
- AI Integration: Yes. The document is explicitly titled 'AI Instructions' and provides directives aimed at an AI agent (coding guidelines and context to follow).
- Documentation References: No. It doesn’t list external docs or references; mentioning '.editorconfig' is a config rule, not a documentation reference.
- Architecture: No. There is no high-level structure or component breakdown.
- Implementation Details: Yes. Concrete code style conventions and the IOBehavior async pattern are specified.
- Build and Run: No. No commands or build/run procedures.
- Testing: Yes. Provides where tests live, naming conventions, and the framework (xUnit).
- Configuration and Environments: No. No environment setup or configuration steps.
- Deployment and Operations: No. No CI/CD or release/ops guidance.
- Project Management: No. No planning or backlog guidance.
- Development Process: No. No git/PR workflow rules.
- Performance: Yes. Contains performance guidelines (minimize allocations, use Span-based APIs).
- Security: No. No security considerations.
- UI/UX: No. No UI/UX guidance.
- Maintainability: No. While code style aids maintainability, there are no explicit maintenance principles beyond style; counted under implementation details.
- Debugging: No. No debugging tips or error-handling guidance.","['system_overview', 'ai_integration', 'implementation_details', 'test', 'performance']",8
286,"This is an AI-facing instruction file for a React component library. It includes a brief tech stack and a catalog of available components (system_overview). It directly instructs an AI/Copilot on how to behave and code (ai_integration). It provides a component documentation template and notes on JSDoc comments (documentation_references). It defines component directory structure and composition from primitives (architecture). It gives concrete coding patterns, style best practices, code snippets, and linting rules (implementation_details). It references testing tools (Vitest, Storybook play functions) and indicates where/spec style tests belong (test). It contains a dedicated Performance Guidelines section (performance). It provides UI/UX-oriented guidance: accessibility via React Aria, state-based styling, and styling conventions (ui_ux). It emphasizes modularity, reusability, no new deps, consistent naming, and quality gates that improve long-term changeability (maintainability). It does not include build/run commands, environment setup, CI/CD, project management workflow, Git processes, security, or debugging tips.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'test', 'performance', 'ui_ux', 'maintainability']",8
287,"- system_overview: Yes – Provides a high-level description of ONNX Runtime GenAI, its purpose, and the full generative AI loop.
- ai_integration: Yes – The document is explicitly titled as AI Coding Agent Instructions, indicating guidance for an AI agent.
- documentation_references: No – Does not list external docs/links or a references section; only mentions internal files/paths.
- architecture: Yes – Details core components, directory structure, key abstractions, and pipeline steps.
- implementation_details: Yes – Includes code patterns, conventions, error handling wrapper usage, memory abstractions, and how to add new models.
- build_run: Yes – Provides concrete build commands (python build.py, build.sh/bat) and specific build patterns (WinML).
- test: Yes – Shows commands for pytest and CTest and outlines testing strategy by language/platform.
- config_environment: Yes – Enumerates CMake build options, required toolchains (VS 2022), SDK/NuGet specifics, and platform flags.
- deployment_operations: Yes – Describes how ADO pipelines obtain ORT dependencies via multiple methods (CI dependency management).
- project_management: No – No backlog, planning, or organizational process content.
- development_process: No – No commit/PR guidelines or Git workflow instructions.
- performance: Yes – Explicit Performance Considerations section and provider detection priorities related to acceleration.
- security: No – No security model, permissions, or security guidance.
- ui_ux: No – No UI or UX standards/guidelines.
- maintainability: No – While conventions exist, there are no explicit maintainability guidelines; content is primarily implementation details.
- debugging: No – No debugging tips, logs, or troubleshooting commands.
","['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'performance']",8
288,"- System Overview: Yes – Describes the integration’s purpose (Home Assistant HACS component for EU pollen via Austrian API) and scope.
- AI Integration: Yes – Contains agent-style directives (e.g., “Always reference these instructions first,” “NEVER CANCEL”) and references to AGENTS.md guidance.
- Documentation References: Yes – Points to README.md, CONTRIBUTING.md, LICENSE.md and links to the API key request page.
- Architecture: Yes – Provides a file/directory structure overview and key component files.
- Implementation Details: Yes – Specifies API base URL, required parameters, dependencies, required files, and translation edit rules.
- Build and Run: Yes – Lists concrete commands for linting, formatting, syntax checks, and explicitly notes no traditional build/run.
- Testing: Yes – Mentions testing scripts, limitations, manual validation steps, and what can/can’t be tested.
- Configuration and Environments: Yes – Gives environment setup guidance (system-wide ruff, avoid venv due to network issues, script python version notes).
- Deployment and Operations: No – Only briefly mentions CI/CD exists without procedures or pipeline details.
- Project Management: No – No backlog, planning, or task management guidance.
- Development Process: Yes – Provides a development workflow and pre-commit expectations (always run lint, validation steps).
- Performance: Yes – Includes explicit timing expectations for commands and guidance to avoid cancellations; notes network-induced timeouts.
- Security: No – Mentions API key requirement but no security model, permissions, or hardening guidance.
- UI/UX: No – Only references existence of a configuration flow and translations, no UX standards or guidelines.
- Maintainability: No – While there are edit restrictions (only en.json), there’s no broader maintainability strategy or guidelines.
- Debugging: Yes – Troubleshooting section for network issues, API testing constraints, and translation validation tips.","['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance', 'debugging']",8
289,"The file gives explicit instructions to the AI assistant (GitHub Copilot) to follow shared rules, which fits AI Integration. It also references where those rules live (.cursor/rules/) as the single source of truth, which is a documentation reference. It does not describe system features, architecture, implementation, build/run, testing, configuration, deployment, development workflow, performance, security, UI/UX, maintainability, or debugging.","['ai_integration', 'documentation_references']",9
290,"The file is explicit custom instructions for GitHub Copilot, guiding an AI agent on workflow and environment usage. It references a specific setup file (.github/copilot-setup-steps.yml), prescribes environment/dependency policies, details a commit/push workflow (including pre-commit cycles and a tool to update PRs), and sets documentation/typing standards. These map to: ai_integration (instructions to an AI assistant), documentation_references (explicit file to read), config_environment (environment awareness and dependency constraints), development_process (Git workflow and commit hygiene), implementation_details (code style: NumPy docstrings, PEP-484 typing), and maintainability (practices improving long-term code quality). It does not include system overview, architecture, build/run commands, explicit testing procedures, CI/CD pipeline details, performance, security, UI/UX, or debugging tips.","['ai_integration', 'documentation_references', 'config_environment', 'development_process', 'implementation_details', 'maintainability']",8
291,"Per-label assessment:
- system_overview: No — does not describe the project's purpose, features, or scope.
- ai_integration: Yes — explicit instructions aimed at GitHub Copilot (an AI agent), including applyTo and guidance on how the agent should use context files.
- documentation_references: Yes — lists multiple project documents with links for the agent to read.
- architecture: No — only references a project structure doc; this file itself does not describe the architecture.
- implementation_details: No — no concrete coding guidelines or code snippets here; only links.
- build_run: No — build/run commands are only referenced in another doc, not provided here.
- test: No — testing guidance is only referenced, not contained here.
- config_environment: No — mentions Docker setup via a link; no environment/config instructions in this file.
- deployment_operations: No — no CI/CD or ops details.
- project_management: No — no planning/backlog/organization content; a brief note to follow CONTRIBUTING.md is not PM guidance.
- development_process: No — no specifics on git/PR workflow or review process here.
- performance: No — no performance guidance.
- security: No — no security policies or considerations.
- ui_ux: No — no UI/UX principles.
- maintainability: No — does not provide maintenance/readability/refactoring guidance.
- debugging: No — no debugging tips or commands.","['ai_integration', 'documentation_references']",9
